[16:29:10] PHOENIX launcher started — v0.1.0
[16:29:10] Python OK: 3.11.9 (main, Apr 19 2026, 02:58:43) [Clang 21.0.0 (clang-2100.0.123.102)]
[16:29:10] OS: Darwin 25.5.0 arm64
[16:29:10] Node.js: v26.5.0
[16:29:24] pip install: SUCCESS
[16:29:30] npm install: SUCCESS
[16:29:30] .env bootstrapped from .env.example
[16:29:30] Backend: PID 54525 → /Users/umeshgupta/PhishScope AI/PhishScope AI2.0/logs/backend_2026-08-05_16-29.log
[16:33:41] Process PID 54525 died unexpectedly (code 3)
[16:33:41] Process PID 54526 died unexpectedly (code 1)
[16:33:46] Process PID 54525 died unexpectedly (code 3)
[16:33:46] Process PID 54526 died unexpectedly (code 1)
[16:33:51] Process PID 54525 died unexpectedly (code 3)
[16:33:51] Process PID 54526 died unexpectedly (code 1)
[16:33:56] Process PID 54525 died unexpectedly (code 3)
[16:33:56] Process PID 54526 died unexpectedly (code 1)
[16:34:01] Process PID 54525 died unexpectedly (code 3)
[16:34:01] Process PID 54526 died unexpectedly (code 1)
[16:34:06] Process PID 54525 died unexpectedly (code 3)
[16:34:06] Process PID 54526 died unexpectedly (code 1)
[16:34:11] Process PID 54525 died unexpectedly (code 3)
[16:34:11] Process PID 54526 died unexpectedly (code 1)
[16:34:16] Process PID 54525 died unexpectedly (code 3)
[16:34:16] Process PID 54526 died unexpectedly (code 1)
[16:34:21] Process PID 54525 died unexpectedly (code 3)
[16:34:21] Process PID 54526 died unexpectedly (code 1)
[16:34:26] Process PID 54525 died unexpectedly (code 3)
[16:34:26] Process PID 54526 died unexpectedly (code 1)
[16:34:31] Process PID 54525 died unexpectedly (code 3)
[16:34:31] Process PID 54526 died unexpectedly (code 1)
[16:34:36] Process PID 54525 died unexpectedly (code 3)
[16:34:36] Process PID 54526 died unexpectedly (code 1)
[16:34:41] Process PID 54525 died unexpectedly (code 3)
[16:34:41] Process PID 54526 died unexpectedly (code 1)
[16:34:46] Process PID 54525 died unexpectedly (code 3)
[16:34:46] Process PID 54526 died unexpectedly (code 1)
[16:34:51] Process PID 54525 died unexpectedly (code 3)
[16:34:51] Process PID 54526 died unexpectedly (code 1)
[16:34:56] Process PID 54525 died unexpectedly (code 3)
[16:34:56] Process PID 54526 died unexpectedly (code 1)
[16:35:01] Process PID 54525 died unexpectedly (code 3)
[16:35:01] Process PID 54526 died unexpectedly (code 1)
[16:35:06] Process PID 54525 died unexpectedly (code 3)
[16:35:06] Process PID 54526 died unexpectedly (code 1)
[16:35:11] Process PID 54525 died unexpectedly (code 3)
[16:35:11] Process PID 54526 died unexpectedly (code 1)
[16:35:16] Process PID 54525 died unexpectedly (code 3)
[16:35:16] Process PID 54526 died unexpectedly (code 1)
[16:35:21] Process PID 54525 died unexpectedly (code 3)
[16:35:21] Process PID 54526 died unexpectedly (code 1)
[16:35:26] Process PID 54525 died unexpectedly (code 3)
[16:35:26] Process PID 54526 died unexpectedly (code 1)
[16:35:31] Process PID 54525 died unexpectedly (code 3)
[16:35:31] Process PID 54526 died unexpectedly (code 1)
[16:35:36] Process PID 54525 died unexpectedly (code 3)
[16:35:36] Process PID 54526 died unexpectedly (code 1)
[16:35:41] Process PID 54525 died unexpectedly (code 3)
[16:35:41] Process PID 54526 died unexpectedly (code 1)
[16:35:46] Process PID 54525 died unexpectedly (code 3)
[16:35:46] Process PID 54526 died unexpectedly (code 1)
[16:35:51] Process PID 54525 died unexpectedly (code 3)
[16:35:51] Process PID 54526 died unexpectedly (code 1)
[16:35:56] Process PID 54525 died unexpectedly (code 3)
[16:35:56] Process PID 54526 died unexpectedly (code 1)
[16:36:01] Process PID 54525 died unexpectedly (code 3)
[16:36:01] Process PID 54526 died unexpectedly (code 1)
[16:36:06] Process PID 54525 died unexpectedly (code 3)
[16:36:06] Process PID 54526 died unexpectedly (code 1)
[16:36:11] Process PID 54525 died unexpectedly (code 3)
[16:36:11] Process PID 54526 died unexpectedly (code 1)
[16:36:16] Process PID 54525 died unexpectedly (code 3)
[16:36:16] Process PID 54526 died unexpectedly (code 1)
[16:36:21] Process PID 54525 died unexpectedly (code 3)
[16:36:21] Process PID 54526 died unexpectedly (code 1)
[16:36:26] Process PID 54525 died unexpectedly (code 3)
[16:36:26] Process PID 54526 died unexpectedly (code 1)
[16:36:31] Process PID 54525 died unexpectedly (code 3)
[16:36:31] Process PID 54526 died unexpectedly (code 1)
[16:36:36] Process PID 54525 died unexpectedly (code 3)
[16:36:36] Process PID 54526 died unexpectedly (code 1)
[16:36:41] Process PID 54525 died unexpectedly (code 3)
[16:36:41] Process PID 54526 died unexpectedly (code 1)
[16:36:46] Process PID 54525 died unexpectedly (code 3)
[16:36:46] Process PID 54526 died unexpectedly (code 1)
[16:36:51] Process PID 54525 died unexpectedly (code 3)
[16:36:51] Process PID 54526 died unexpectedly (code 1)
[16:36:56] Process PID 54525 died unexpectedly (code 3)
[16:36:56] Process PID 54526 died unexpectedly (code 1)
[16:37:01] Process PID 54525 died unexpectedly (code 3)
[16:37:01] Process PID 54526 died unexpectedly (code 1)
[16:37:06] Process PID 54525 died unexpectedly (code 3)
[16:37:06] Process PID 54526 died unexpectedly (code 1)
[16:37:11] Shutdown initiated
[16:37:12] Shutdown complete
