[11:11:28] PHOENIX launcher started — v0.1.0
[11:11:28] Python OK: 3.11.9 (main, Apr 19 2026, 02:58:43) [Clang 21.0.0 (clang-2100.0.123.102)]
[11:11:28] OS: Darwin 25.5.0 arm64
[11:11:28] Node.js: v26.5.0
[11:11:30] pip install: SUCCESS
[11:11:32] npm install: SUCCESS
[11:11:32] Backend: PID 67558 → /Users/umeshgupta/PhishScope AI/PhishScope AI2.0/logs/backend_2026-08-07_11-11.log
[11:24:17] Process PID 67558 died unexpectedly (code 3)
[11:24:22] Process PID 67558 died unexpectedly (code 3)
[11:24:27] Process PID 67558 died unexpectedly (code 3)
[11:24:32] Process PID 67558 died unexpectedly (code 3)
[11:24:37] Process PID 67558 died unexpectedly (code 3)
[11:24:42] Process PID 67558 died unexpectedly (code 3)
[11:24:47] Process PID 67558 died unexpectedly (code 3)
[11:24:52] Process PID 67558 died unexpectedly (code 3)
[11:24:57] Process PID 67558 died unexpectedly (code 3)
[11:25:02] Process PID 67558 died unexpectedly (code 3)
[11:25:07] Process PID 67558 died unexpectedly (code 3)
[11:25:12] Process PID 67558 died unexpectedly (code 3)
[11:25:17] Process PID 67558 died unexpectedly (code 3)
[11:25:22] Process PID 67558 died unexpectedly (code 3)
[11:25:27] Process PID 67558 died unexpectedly (code 3)
[11:25:32] Process PID 67558 died unexpectedly (code 3)
[11:25:37] Process PID 67558 died unexpectedly (code 3)
[11:25:42] Process PID 67558 died unexpectedly (code 3)
[11:25:47] Process PID 67558 died unexpectedly (code 3)
[11:25:52] Process PID 67558 died unexpectedly (code 3)
[11:25:57] Process PID 67558 died unexpectedly (code 3)
[11:26:02] Process PID 67558 died unexpectedly (code 3)
[11:26:07] Process PID 67558 died unexpectedly (code 3)
[11:26:12] Process PID 67558 died unexpectedly (code 3)
[11:26:17] Process PID 67558 died unexpectedly (code 3)
[11:26:22] Process PID 67558 died unexpectedly (code 3)
[11:26:27] Process PID 67558 died unexpectedly (code 3)
[11:26:32] Process PID 67558 died unexpectedly (code 3)
[11:26:37] Process PID 67558 died unexpectedly (code 3)
[11:26:42] Process PID 67558 died unexpectedly (code 3)
[11:26:47] Process PID 67558 died unexpectedly (code 3)
[11:26:52] Process PID 67558 died unexpectedly (code 3)
[11:26:57] Process PID 67558 died unexpectedly (code 3)
[11:27:02] Process PID 67558 died unexpectedly (code 3)
[11:27:07] Process PID 67558 died unexpectedly (code 3)
[11:27:12] Process PID 67558 died unexpectedly (code 3)
[11:27:17] Process PID 67558 died unexpectedly (code 3)
[11:27:22] Process PID 67558 died unexpectedly (code 3)
[11:27:27] Process PID 67558 died unexpectedly (code 3)
[11:27:32] Process PID 67558 died unexpectedly (code 3)
[11:27:37] Process PID 67558 died unexpectedly (code 3)
[11:27:42] Process PID 67558 died unexpectedly (code 3)
[11:27:47] Process PID 67558 died unexpectedly (code 3)
[11:27:52] Process PID 67558 died unexpectedly (code 3)
[11:27:57] Process PID 67558 died unexpectedly (code 3)
[11:28:02] Process PID 67558 died unexpectedly (code 3)
[11:28:07] Process PID 67558 died unexpectedly (code 3)
[11:28:12] Process PID 67558 died unexpectedly (code 3)
[11:28:17] Process PID 67558 died unexpectedly (code 3)
[11:28:22] Process PID 67558 died unexpectedly (code 3)
[11:28:27] Process PID 67558 died unexpectedly (code 3)
[11:28:32] Process PID 67558 died unexpectedly (code 3)
[11:28:37] Process PID 67558 died unexpectedly (code 3)
[11:28:42] Process PID 67558 died unexpectedly (code 3)
[11:28:47] Process PID 67558 died unexpectedly (code 3)
[11:28:52] Process PID 67558 died unexpectedly (code 3)
[11:28:57] Process PID 67558 died unexpectedly (code 3)
[11:29:02] Process PID 67558 died unexpectedly (code 3)
[11:29:07] Process PID 67558 died unexpectedly (code 3)
[11:29:12] Process PID 67558 died unexpectedly (code 3)
[11:29:17] Process PID 67558 died unexpectedly (code 3)
[11:29:22] Process PID 67558 died unexpectedly (code 3)
[11:29:27] Process PID 67558 died unexpectedly (code 3)
[11:29:32] Process PID 67558 died unexpectedly (code 3)
[11:29:37] Process PID 67558 died unexpectedly (code 3)
[11:29:42] Process PID 67558 died unexpectedly (code 3)
[11:29:47] Process PID 67558 died unexpectedly (code 3)
[11:29:52] Process PID 67558 died unexpectedly (code 3)
[11:29:57] Process PID 67558 died unexpectedly (code 3)
[11:30:02] Process PID 67558 died unexpectedly (code 3)
[11:30:07] Process PID 67558 died unexpectedly (code 3)
[11:30:12] Process PID 67558 died unexpectedly (code 3)
[11:30:17] Process PID 67558 died unexpectedly (code 3)
[11:30:22] Process PID 67558 died unexpectedly (code 3)
[11:30:27] Process PID 67558 died unexpectedly (code 3)
[11:30:32] Process PID 67558 died unexpectedly (code 3)
[11:30:37] Process PID 67558 died unexpectedly (code 3)
[11:30:42] Process PID 67558 died unexpectedly (code 3)
[11:30:47] Process PID 67558 died unexpectedly (code 3)
[11:30:52] Process PID 67558 died unexpectedly (code 3)
[11:30:57] Process PID 67558 died unexpectedly (code 3)
[11:31:02] Process PID 67558 died unexpectedly (code 3)
[11:31:07] Process PID 67558 died unexpectedly (code 3)
[11:31:12] Process PID 67558 died unexpectedly (code 3)
[11:31:17] Process PID 67558 died unexpectedly (code 3)
[11:31:22] Process PID 67558 died unexpectedly (code 3)
[11:31:27] Process PID 67558 died unexpectedly (code 3)
[11:31:32] Process PID 67558 died unexpectedly (code 3)
[11:31:37] Process PID 67558 died unexpectedly (code 3)
[11:31:42] Process PID 67558 died unexpectedly (code 3)
[11:31:47] Process PID 67558 died unexpectedly (code 3)
[11:31:52] Process PID 67558 died unexpectedly (code 3)
[11:31:58] Process PID 67558 died unexpectedly (code 3)
[11:32:03] Process PID 67558 died unexpectedly (code 3)
[11:32:08] Process PID 67558 died unexpectedly (code 3)
[11:32:13] Process PID 67558 died unexpectedly (code 3)
[11:32:18] Process PID 67558 died unexpectedly (code 3)
[11:32:23] Process PID 67558 died unexpectedly (code 3)
[11:32:28] Process PID 67558 died unexpectedly (code 3)
[11:32:33] Process PID 67558 died unexpectedly (code 3)
[11:32:38] Process PID 67558 died unexpectedly (code 3)
[11:32:43] Process PID 67558 died unexpectedly (code 3)
[11:32:48] Process PID 67558 died unexpectedly (code 3)
[11:32:53] Process PID 67558 died unexpectedly (code 3)
[11:32:58] Process PID 67558 died unexpectedly (code 3)
[11:33:03] Process PID 67558 died unexpectedly (code 3)
[11:33:08] Process PID 67558 died unexpectedly (code 3)
[11:33:13] Process PID 67558 died unexpectedly (code 3)
[11:33:18] Process PID 67558 died unexpectedly (code 3)
[11:33:23] Process PID 67558 died unexpectedly (code 3)
[11:33:28] Process PID 67558 died unexpectedly (code 3)
[11:33:33] Process PID 67558 died unexpectedly (code 3)
[11:33:38] Process PID 67558 died unexpectedly (code 3)
[11:33:43] Process PID 67558 died unexpectedly (code 3)
[11:33:48] Process PID 67558 died unexpectedly (code 3)
[11:33:53] Process PID 67558 died unexpectedly (code 3)
[11:33:58] Process PID 67558 died unexpectedly (code 3)
[11:34:03] Process PID 67558 died unexpectedly (code 3)
[11:34:08] Process PID 67558 died unexpectedly (code 3)
[11:34:13] Process PID 67558 died unexpectedly (code 3)
[11:34:18] Process PID 67558 died unexpectedly (code 3)
[11:34:23] Process PID 67558 died unexpectedly (code 3)
[11:34:28] Process PID 67558 died unexpectedly (code 3)
[11:34:33] Process PID 67558 died unexpectedly (code 3)
[11:34:38] Process PID 67558 died unexpectedly (code 3)
[11:34:43] Process PID 67558 died unexpectedly (code 3)
[11:34:48] Process PID 67558 died unexpectedly (code 3)
[11:34:53] Process PID 67558 died unexpectedly (code 3)
[11:34:58] Process PID 67558 died unexpectedly (code 3)
[11:35:03] Process PID 67558 died unexpectedly (code 3)
[11:35:08] Process PID 67558 died unexpectedly (code 3)
[11:35:13] Process PID 67558 died unexpectedly (code 3)
[11:35:18] Process PID 67558 died unexpectedly (code 3)
[11:35:23] Process PID 67558 died unexpectedly (code 3)
[11:35:28] Process PID 67558 died unexpectedly (code 3)
[11:35:33] Process PID 67558 died unexpectedly (code 3)
[11:35:38] Process PID 67558 died unexpectedly (code 3)
[11:35:43] Process PID 67558 died unexpectedly (code 3)
[11:35:48] Process PID 67558 died unexpectedly (code 3)
[11:35:53] Process PID 67558 died unexpectedly (code 3)
[11:35:58] Process PID 67558 died unexpectedly (code 3)
[11:36:03] Process PID 67558 died unexpectedly (code 3)
[11:36:08] Process PID 67558 died unexpectedly (code 3)
[11:36:13] Process PID 67558 died unexpectedly (code 3)
[11:36:18] Process PID 67558 died unexpectedly (code 3)
[11:36:23] Process PID 67558 died unexpectedly (code 3)
[11:36:28] Process PID 67558 died unexpectedly (code 3)
[11:36:33] Process PID 67558 died unexpectedly (code 3)
[11:36:38] Process PID 67558 died unexpectedly (code 3)
[11:36:43] Process PID 67558 died unexpectedly (code 3)
[11:36:48] Process PID 67558 died unexpectedly (code 3)
[11:36:53] Process PID 67558 died unexpectedly (code 3)
[11:36:58] Process PID 67558 died unexpectedly (code 3)
[11:37:03] Process PID 67558 died unexpectedly (code 3)
[11:37:08] Process PID 67558 died unexpectedly (code 3)
[11:37:13] Process PID 67558 died unexpectedly (code 3)
[11:37:18] Process PID 67558 died unexpectedly (code 3)
[11:37:23] Process PID 67558 died unexpectedly (code 3)
[11:37:28] Process PID 67558 died unexpectedly (code 3)
[11:37:33] Process PID 67558 died unexpectedly (code 3)
[11:37:38] Process PID 67558 died unexpectedly (code 3)
[11:37:43] Process PID 67558 died unexpectedly (code 3)
[11:37:48] Process PID 67558 died unexpectedly (code 3)
[11:37:53] Process PID 67558 died unexpectedly (code 3)
[11:37:58] Process PID 67558 died unexpectedly (code 3)
[11:38:03] Process PID 67558 died unexpectedly (code 3)
[11:38:08] Process PID 67558 died unexpectedly (code 3)
[11:38:13] Process PID 67558 died unexpectedly (code 3)
[11:38:18] Process PID 67558 died unexpectedly (code 3)
[11:38:23] Process PID 67558 died unexpectedly (code 3)
[11:38:28] Process PID 67558 died unexpectedly (code 3)
[11:38:33] Process PID 67558 died unexpectedly (code 3)
[11:38:38] Process PID 67558 died unexpectedly (code 3)
[11:38:43] Process PID 67558 died unexpectedly (code 3)
[11:38:48] Process PID 67558 died unexpectedly (code 3)
[11:38:53] Process PID 67558 died unexpectedly (code 3)
[11:38:58] Process PID 67558 died unexpectedly (code 3)
[11:39:03] Process PID 67558 died unexpectedly (code 3)
[11:39:08] Process PID 67558 died unexpectedly (code 3)
[11:39:13] Process PID 67558 died unexpectedly (code 3)
[11:39:18] Process PID 67558 died unexpectedly (code 3)
[11:39:23] Process PID 67558 died unexpectedly (code 3)
[11:39:28] Process PID 67558 died unexpectedly (code 3)
[11:39:33] Process PID 67558 died unexpectedly (code 3)
[11:39:38] Process PID 67558 died unexpectedly (code 3)
[11:39:43] Process PID 67558 died unexpectedly (code 3)
[11:39:48] Process PID 67558 died unexpectedly (code 3)
[11:39:53] Process PID 67558 died unexpectedly (code 3)
[11:39:58] Process PID 67558 died unexpectedly (code 3)
[11:40:03] Process PID 67558 died unexpectedly (code 3)
[11:40:08] Process PID 67558 died unexpectedly (code 3)
[11:40:13] Process PID 67558 died unexpectedly (code 3)
[11:40:18] Process PID 67558 died unexpectedly (code 3)
[11:40:23] Process PID 67558 died unexpectedly (code 3)
[11:40:28] Process PID 67558 died unexpectedly (code 3)
[11:40:33] Process PID 67558 died unexpectedly (code 3)
[11:40:38] Process PID 67558 died unexpectedly (code 3)
[11:40:43] Process PID 67558 died unexpectedly (code 3)
[11:40:48] Process PID 67558 died unexpectedly (code 3)
[11:40:53] Process PID 67558 died unexpectedly (code 3)
[11:40:58] Process PID 67558 died unexpectedly (code 3)
[11:41:03] Process PID 67558 died unexpectedly (code 3)
[11:41:08] Process PID 67558 died unexpectedly (code 3)
[11:41:13] Process PID 67558 died unexpectedly (code 3)
[11:41:18] Process PID 67558 died unexpectedly (code 3)
[11:41:23] Process PID 67558 died unexpectedly (code 3)
[11:41:28] Process PID 67558 died unexpectedly (code 3)
[11:41:33] Process PID 67558 died unexpectedly (code 3)
[11:41:38] Process PID 67558 died unexpectedly (code 3)
[11:41:43] Process PID 67558 died unexpectedly (code 3)
[11:41:48] Process PID 67558 died unexpectedly (code 3)
[11:41:53] Process PID 67558 died unexpectedly (code 3)
[11:41:58] Process PID 67558 died unexpectedly (code 3)
[11:42:03] Process PID 67558 died unexpectedly (code 3)
[11:42:08] Process PID 67558 died unexpectedly (code 3)
[11:42:13] Process PID 67558 died unexpectedly (code 3)
[11:42:18] Process PID 67558 died unexpectedly (code 3)
[11:42:23] Process PID 67558 died unexpectedly (code 3)
[11:42:28] Process PID 67558 died unexpectedly (code 3)
[11:42:33] Process PID 67558 died unexpectedly (code 3)
[11:42:38] Process PID 67558 died unexpectedly (code 3)
[11:42:43] Process PID 67558 died unexpectedly (code 3)
[11:42:48] Process PID 67558 died unexpectedly (code 3)
[11:42:53] Process PID 67558 died unexpectedly (code 3)
[11:42:58] Process PID 67558 died unexpectedly (code 3)
[11:43:03] Process PID 67558 died unexpectedly (code 3)
[11:43:08] Process PID 67558 died unexpectedly (code 3)
[11:43:13] Process PID 67558 died unexpectedly (code 3)
[11:43:18] Process PID 67558 died unexpectedly (code 3)
[11:43:23] Process PID 67558 died unexpectedly (code 3)
[11:43:28] Process PID 67558 died unexpectedly (code 3)
[11:43:33] Process PID 67558 died unexpectedly (code 3)
[11:43:38] Process PID 67558 died unexpectedly (code 3)
[11:43:43] Process PID 67558 died unexpectedly (code 3)
[11:43:48] Process PID 67558 died unexpectedly (code 3)
[11:43:53] Process PID 67558 died unexpectedly (code 3)
[11:43:58] Process PID 67558 died unexpectedly (code 3)
[11:44:03] Process PID 67558 died unexpectedly (code 3)
[11:44:08] Process PID 67558 died unexpectedly (code 3)
[11:44:13] Process PID 67558 died unexpectedly (code 3)
[11:44:18] Process PID 67558 died unexpectedly (code 3)
[11:44:23] Process PID 67558 died unexpectedly (code 3)
[11:44:28] Process PID 67558 died unexpectedly (code 3)
[11:44:33] Process PID 67558 died unexpectedly (code 3)
[11:44:38] Process PID 67558 died unexpectedly (code 3)
[11:44:43] Process PID 67558 died unexpectedly (code 3)
[11:44:48] Process PID 67558 died unexpectedly (code 3)
[11:44:53] Process PID 67558 died unexpectedly (code 3)
[11:44:58] Process PID 67558 died unexpectedly (code 3)
[11:45:03] Process PID 67558 died unexpectedly (code 3)
[11:45:08] Process PID 67558 died unexpectedly (code 3)
[11:45:13] Process PID 67558 died unexpectedly (code 3)
[11:45:18] Process PID 67558 died unexpectedly (code 3)
[11:45:23] Process PID 67558 died unexpectedly (code 3)
[11:45:28] Process PID 67558 died unexpectedly (code 3)
[11:45:33] Process PID 67558 died unexpectedly (code 3)
[11:45:38] Process PID 67558 died unexpectedly (code 3)
[11:45:43] Process PID 67558 died unexpectedly (code 3)
[11:45:48] Process PID 67558 died unexpectedly (code 3)
[11:45:53] Process PID 67558 died unexpectedly (code 3)
[11:45:58] Process PID 67558 died unexpectedly (code 3)
[11:46:03] Process PID 67558 died unexpectedly (code 3)
[11:46:08] Process PID 67558 died unexpectedly (code 3)
[11:46:13] Process PID 67558 died unexpectedly (code 3)
[11:46:18] Process PID 67558 died unexpectedly (code 3)
[11:46:23] Process PID 67558 died unexpectedly (code 3)
[11:46:28] Process PID 67558 died unexpectedly (code 3)
[11:46:33] Process PID 67558 died unexpectedly (code 3)
[11:46:38] Process PID 67558 died unexpectedly (code 3)
[11:46:43] Process PID 67558 died unexpectedly (code 3)
[11:46:48] Process PID 67558 died unexpectedly (code 3)
[11:46:53] Process PID 67558 died unexpectedly (code 3)
[11:46:58] Process PID 67558 died unexpectedly (code 3)
[11:47:03] Process PID 67558 died unexpectedly (code 3)
[11:47:08] Process PID 67558 died unexpectedly (code 3)
[11:47:13] Process PID 67558 died unexpectedly (code 3)
[11:47:18] Process PID 67558 died unexpectedly (code 3)
[11:47:23] Process PID 67558 died unexpectedly (code 3)
[11:47:28] Process PID 67558 died unexpectedly (code 3)
[11:47:33] Process PID 67558 died unexpectedly (code 3)
[11:47:38] Process PID 67558 died unexpectedly (code 3)
[11:47:43] Process PID 67558 died unexpectedly (code 3)
[11:47:48] Process PID 67558 died unexpectedly (code 3)
[11:47:53] Process PID 67558 died unexpectedly (code 3)
[11:47:58] Process PID 67558 died unexpectedly (code 3)
[11:48:03] Process PID 67558 died unexpectedly (code 3)
[11:48:08] Process PID 67558 died unexpectedly (code 3)
[11:48:13] Process PID 67558 died unexpectedly (code 3)
[11:48:18] Process PID 67558 died unexpectedly (code 3)
[11:48:23] Process PID 67558 died unexpectedly (code 3)
[11:48:28] Process PID 67558 died unexpectedly (code 3)
[11:48:33] Process PID 67558 died unexpectedly (code 3)
[11:48:38] Process PID 67558 died unexpectedly (code 3)
[11:48:43] Process PID 67558 died unexpectedly (code 3)
[11:48:48] Process PID 67558 died unexpectedly (code 3)
[11:48:53] Process PID 67558 died unexpectedly (code 3)
[11:48:58] Process PID 67558 died unexpectedly (code 3)
[11:49:03] Process PID 67558 died unexpectedly (code 3)
[11:49:08] Process PID 67558 died unexpectedly (code 3)
[11:49:13] Process PID 67558 died unexpectedly (code 3)
[11:49:18] Process PID 67558 died unexpectedly (code 3)
[11:49:23] Process PID 67558 died unexpectedly (code 3)
[11:49:28] Process PID 67558 died unexpectedly (code 3)
[11:49:33] Process PID 67558 died unexpectedly (code 3)
[11:49:38] Process PID 67558 died unexpectedly (code 3)
[11:49:43] Process PID 67558 died unexpectedly (code 3)
[11:49:49] Process PID 67558 died unexpectedly (code 3)
[11:49:54] Process PID 67558 died unexpectedly (code 3)
[11:49:59] Process PID 67558 died unexpectedly (code 3)
[11:50:04] Process PID 67558 died unexpectedly (code 3)
[11:50:09] Process PID 67558 died unexpectedly (code 3)
[11:50:14] Process PID 67558 died unexpectedly (code 3)
[11:50:19] Process PID 67558 died unexpectedly (code 3)
[11:50:24] Process PID 67558 died unexpectedly (code 3)
[11:50:29] Process PID 67558 died unexpectedly (code 3)
[11:50:34] Process PID 67558 died unexpectedly (code 3)
[11:50:39] Process PID 67558 died unexpectedly (code 3)
[11:50:44] Process PID 67558 died unexpectedly (code 3)
[11:50:49] Process PID 67558 died unexpectedly (code 3)
[11:50:54] Process PID 67558 died unexpectedly (code 3)
[11:50:59] Process PID 67558 died unexpectedly (code 3)
[11:51:04] Process PID 67558 died unexpectedly (code 3)
[11:51:09] Process PID 67558 died unexpectedly (code 3)
[11:51:14] Process PID 67558 died unexpectedly (code 3)
[11:51:19] Process PID 67558 died unexpectedly (code 3)
[11:51:24] Process PID 67558 died unexpectedly (code 3)
[11:51:29] Process PID 67558 died unexpectedly (code 3)
[11:51:34] Process PID 67558 died unexpectedly (code 3)
[11:51:39] Process PID 67558 died unexpectedly (code 3)
[11:51:44] Process PID 67558 died unexpectedly (code 3)
[11:51:49] Process PID 67558 died unexpectedly (code 3)
[11:51:54] Process PID 67558 died unexpectedly (code 3)
[11:51:59] Process PID 67558 died unexpectedly (code 3)
[11:52:04] Process PID 67558 died unexpectedly (code 3)
[11:52:09] Process PID 67558 died unexpectedly (code 3)
[11:52:14] Process PID 67558 died unexpectedly (code 3)
[11:52:19] Process PID 67558 died unexpectedly (code 3)
[11:52:24] Process PID 67558 died unexpectedly (code 3)
[11:52:29] Process PID 67558 died unexpectedly (code 3)
