[20:26:34] PHOENIX launcher started — v0.1.0
[20:26:34] Python OK: 3.11.9 (main, Apr 19 2026, 02:58:43) [Clang 21.0.0 (clang-2100.0.123.102)]
[20:26:34] OS: Darwin 25.5.0 arm64
[20:26:34] Node.js: v26.5.0
[20:26:35] pip install: SUCCESS
[20:26:37] npm install: SUCCESS
[20:26:37] Backend: PID 59877 → /Users/umeshgupta/PhishScope AI/PhishScope AI2.0/logs/backend_2026-08-05_20-26.log
[20:37:09] Process PID 59877 died unexpectedly (code 3)
[20:37:14] Process PID 59877 died unexpectedly (code 3)
[20:37:19] Process PID 59877 died unexpectedly (code 3)
[20:37:24] Process PID 59877 died unexpectedly (code 3)
[20:37:29] Process PID 59877 died unexpectedly (code 3)
[20:37:34] Process PID 59877 died unexpectedly (code 3)
[20:37:39] Process PID 59877 died unexpectedly (code 3)
[20:37:44] Process PID 59877 died unexpectedly (code 3)
[20:37:49] Process PID 59877 died unexpectedly (code 3)
[20:37:54] Process PID 59877 died unexpectedly (code 3)
[20:37:59] Process PID 59877 died unexpectedly (code 3)
[20:38:04] Process PID 59877 died unexpectedly (code 3)
[20:38:09] Process PID 59877 died unexpectedly (code 3)
[20:38:14] Process PID 59877 died unexpectedly (code 3)
[20:38:19] Process PID 59877 died unexpectedly (code 3)
[20:38:24] Process PID 59877 died unexpectedly (code 3)
[20:38:29] Process PID 59877 died unexpectedly (code 3)
[20:38:34] Process PID 59877 died unexpectedly (code 3)
[20:38:39] Process PID 59877 died unexpectedly (code 3)
[20:38:44] Process PID 59877 died unexpectedly (code 3)
[20:38:49] Process PID 59877 died unexpectedly (code 3)
[20:38:54] Process PID 59877 died unexpectedly (code 3)
[20:38:59] Process PID 59877 died unexpectedly (code 3)
[20:39:04] Process PID 59877 died unexpectedly (code 3)
[20:39:09] Process PID 59877 died unexpectedly (code 3)
[20:39:14] Process PID 59877 died unexpectedly (code 3)
[20:39:19] Process PID 59877 died unexpectedly (code 3)
[20:39:24] Process PID 59877 died unexpectedly (code 3)
[20:39:29] Process PID 59877 died unexpectedly (code 3)
[20:39:34] Process PID 59877 died unexpectedly (code 3)
[20:39:39] Process PID 59877 died unexpectedly (code 3)
[20:39:44] Process PID 59877 died unexpectedly (code 3)
[20:39:49] Process PID 59877 died unexpectedly (code 3)
[20:39:54] Process PID 59877 died unexpectedly (code 3)
[20:39:59] Process PID 59877 died unexpectedly (code 3)
[20:40:04] Process PID 59877 died unexpectedly (code 3)
[20:40:09] Process PID 59877 died unexpectedly (code 3)
[20:40:14] Process PID 59877 died unexpectedly (code 3)
[20:40:19] Process PID 59877 died unexpectedly (code 3)
[20:40:24] Process PID 59877 died unexpectedly (code 3)
[20:40:29] Process PID 59877 died unexpectedly (code 3)
[20:40:34] Process PID 59877 died unexpectedly (code 3)
[20:40:39] Process PID 59877 died unexpectedly (code 3)
[20:40:44] Process PID 59877 died unexpectedly (code 3)
[20:40:49] Process PID 59877 died unexpectedly (code 3)
[20:40:54] Process PID 59877 died unexpectedly (code 3)
[20:41:00] Process PID 59877 died unexpectedly (code 3)
[20:41:05] Process PID 59877 died unexpectedly (code 3)
[20:41:10] Process PID 59877 died unexpectedly (code 3)
[20:41:15] Process PID 59877 died unexpectedly (code 3)
[20:41:20] Process PID 59877 died unexpectedly (code 3)
[20:41:25] Process PID 59877 died unexpectedly (code 3)
[20:41:30] Process PID 59877 died unexpectedly (code 3)
[20:41:35] Process PID 59877 died unexpectedly (code 3)
[20:41:40] Process PID 59877 died unexpectedly (code 3)
[20:41:45] Process PID 59877 died unexpectedly (code 3)
[20:41:50] Process PID 59877 died unexpectedly (code 3)
[20:41:55] Process PID 59877 died unexpectedly (code 3)
[20:42:00] Process PID 59877 died unexpectedly (code 3)
[20:42:05] Process PID 59877 died unexpectedly (code 3)
[20:42:10] Process PID 59877 died unexpectedly (code 3)
[20:42:15] Process PID 59877 died unexpectedly (code 3)
[20:42:20] Process PID 59877 died unexpectedly (code 3)
[20:42:25] Process PID 59877 died unexpectedly (code 3)
[20:42:30] Process PID 59877 died unexpectedly (code 3)
[20:42:35] Process PID 59877 died unexpectedly (code 3)
[20:42:40] Process PID 59877 died unexpectedly (code 3)
[20:42:45] Process PID 59877 died unexpectedly (code 3)
[20:42:50] Process PID 59877 died unexpectedly (code 3)
[20:42:55] Process PID 59877 died unexpectedly (code 3)
[20:43:00] Process PID 59877 died unexpectedly (code 3)
[20:43:05] Process PID 59877 died unexpectedly (code 3)
[20:43:10] Process PID 59877 died unexpectedly (code 3)
[20:43:15] Process PID 59877 died unexpectedly (code 3)
[20:43:20] Process PID 59877 died unexpectedly (code 3)
[20:43:25] Process PID 59877 died unexpectedly (code 3)
[20:43:30] Process PID 59877 died unexpectedly (code 3)
[20:43:35] Process PID 59877 died unexpectedly (code 3)
[20:43:40] Process PID 59877 died unexpectedly (code 3)
[20:43:45] Process PID 59877 died unexpectedly (code 3)
[20:43:50] Process PID 59877 died unexpectedly (code 3)
[20:43:55] Process PID 59877 died unexpectedly (code 3)
[20:44:00] Process PID 59877 died unexpectedly (code 3)
[20:44:05] Process PID 59877 died unexpectedly (code 3)
[20:44:10] Process PID 59877 died unexpectedly (code 3)
[20:44:15] Process PID 59877 died unexpectedly (code 3)
[20:44:20] Process PID 59877 died unexpectedly (code 3)
[20:44:25] Process PID 59877 died unexpectedly (code 3)
[20:44:30] Process PID 59877 died unexpectedly (code 3)
[20:44:35] Process PID 59877 died unexpectedly (code 3)
[20:44:40] Process PID 59877 died unexpectedly (code 3)
[20:44:45] Process PID 59877 died unexpectedly (code 3)
[20:44:50] Process PID 59877 died unexpectedly (code 3)
[20:44:55] Process PID 59877 died unexpectedly (code 3)
[20:45:00] Process PID 59877 died unexpectedly (code 3)
[20:45:05] Process PID 59877 died unexpectedly (code 3)
[20:45:10] Process PID 59877 died unexpectedly (code 3)
[20:45:15] Process PID 59877 died unexpectedly (code 3)
[21:00:20] Process PID 59877 died unexpectedly (code 3)
[21:00:25] Process PID 59877 died unexpectedly (code 3)
[21:00:30] Process PID 59877 died unexpectedly (code 3)
[21:15:36] Process PID 59877 died unexpectedly (code 3)
[21:15:41] Process PID 59877 died unexpectedly (code 3)
[21:15:46] Process PID 59877 died unexpectedly (code 3)
[21:30:52] Process PID 59877 died unexpectedly (code 3)
[21:47:53] Process PID 59877 died unexpectedly (code 3)
[21:47:59] Process PID 59877 died unexpectedly (code 3)
[21:48:04] Process PID 59877 died unexpectedly (code 3)
[21:49:09] Process PID 59877 died unexpectedly (code 3)
[21:49:14] Process PID 59877 died unexpectedly (code 3)
[21:49:19] Process PID 59877 died unexpectedly (code 3)
[21:49:24] Process PID 59877 died unexpectedly (code 3)
[22:04:29] Process PID 59877 died unexpectedly (code 3)
[22:04:34] Process PID 59877 died unexpectedly (code 3)
[22:19:59] Process PID 59877 died unexpectedly (code 3)
[22:20:05] Process PID 59877 died unexpectedly (code 3)
[22:36:52] Process PID 59877 died unexpectedly (code 3)
[22:36:58] Process PID 59877 died unexpectedly (code 3)
[22:37:03] Process PID 59877 died unexpectedly (code 3)
[22:44:04] Process PID 59877 died unexpectedly (code 3)
[22:44:09] Process PID 59877 died unexpectedly (code 3)
[22:59:14] Process PID 59877 died unexpectedly (code 3)
[22:59:19] Process PID 59877 died unexpectedly (code 3)
[22:59:25] Process PID 59877 died unexpectedly (code 3)
[23:16:24] Process PID 59877 died unexpectedly (code 3)
[23:16:30] Process PID 59877 died unexpectedly (code 3)
[23:16:35] Process PID 59877 died unexpectedly (code 3)
[23:29:06] Process PID 59877 died unexpectedly (code 3)
[23:45:02] Process PID 59877 died unexpectedly (code 3)
[23:45:07] Process PID 59877 died unexpectedly (code 3)
[23:45:13] Process PID 59877 died unexpectedly (code 3)
[00:01:38] Process PID 59877 died unexpectedly (code 3)
[00:17:51] Process PID 59877 died unexpectedly (code 3)
[00:17:56] Process PID 59877 died unexpectedly (code 3)
[00:18:01] Process PID 59877 died unexpectedly (code 3)
[00:18:06] Process PID 59877 died unexpectedly (code 3)
[00:35:47] Process PID 59877 died unexpectedly (code 3)
[00:35:52] Process PID 59877 died unexpectedly (code 3)
[00:46:06] Process PID 59877 died unexpectedly (code 3)
[01:02:00] Process PID 59877 died unexpectedly (code 3)
[01:18:58] Process PID 59877 died unexpectedly (code 3)
[01:34:28] Process PID 59877 died unexpectedly (code 3)
[01:52:29] Process PID 59877 died unexpectedly (code 3)
[02:08:17] Process PID 59877 died unexpectedly (code 3)
[02:24:23] Process PID 59877 died unexpectedly (code 3)
[02:24:28] Process PID 59877 died unexpectedly (code 3)
[02:24:33] Process PID 59877 died unexpectedly (code 3)
[02:24:38] Process PID 59877 died unexpectedly (code 3)
[02:24:43] Process PID 59877 died unexpectedly (code 3)
[02:37:11] Process PID 59877 died unexpectedly (code 3)
[02:37:16] Process PID 59877 died unexpectedly (code 3)
[02:37:21] Process PID 59877 died unexpectedly (code 3)
[02:38:10] Process PID 59877 died unexpectedly (code 3)
[02:38:15] Process PID 59877 died unexpectedly (code 3)
[02:38:20] Process PID 59877 died unexpectedly (code 3)
[02:39:25] Process PID 59877 died unexpectedly (code 3)
[02:56:59] Process PID 59877 died unexpectedly (code 3)
[02:57:04] Process PID 59877 died unexpectedly (code 3)
[02:58:09] Process PID 59877 died unexpectedly (code 3)
[03:14:06] Process PID 59877 died unexpectedly (code 3)
[03:31:55] Process PID 59877 died unexpectedly (code 3)
[03:47:47] Process PID 59877 died unexpectedly (code 3)
[04:04:34] Process PID 59877 died unexpectedly (code 3)
[04:04:39] Process PID 59877 died unexpectedly (code 3)
[04:21:36] Process PID 59877 died unexpectedly (code 3)
[04:25:17] Process PID 59877 died unexpectedly (code 3)
[04:25:22] Process PID 59877 died unexpectedly (code 3)
[04:36:56] Process PID 59877 died unexpectedly (code 3)
[04:37:01] Process PID 59877 died unexpectedly (code 3)
[04:37:06] Process PID 59877 died unexpectedly (code 3)
[04:37:11] Process PID 59877 died unexpectedly (code 3)
[04:52:16] Process PID 59877 died unexpectedly (code 3)
[04:52:22] Process PID 59877 died unexpectedly (code 3)
[05:07:26] Process PID 59877 died unexpectedly (code 3)
[05:07:31] Process PID 59877 died unexpectedly (code 3)
[05:22:37] Process PID 59877 died unexpectedly (code 3)
[05:22:42] Process PID 59877 died unexpectedly (code 3)
[05:22:47] Process PID 59877 died unexpectedly (code 3)
[05:35:06] Process PID 59877 died unexpectedly (code 3)
[05:35:11] Process PID 59877 died unexpectedly (code 3)
[05:35:16] Process PID 59877 died unexpectedly (code 3)
[05:36:16] Process PID 59877 died unexpectedly (code 3)
[05:36:21] Process PID 59877 died unexpectedly (code 3)
[05:43:13] Process PID 59877 died unexpectedly (code 3)
[05:43:18] Process PID 59877 died unexpectedly (code 3)
[05:43:23] Process PID 59877 died unexpectedly (code 3)
[05:43:28] Process PID 59877 died unexpectedly (code 3)
[05:57:10] Process PID 59877 died unexpectedly (code 3)
[05:57:15] Process PID 59877 died unexpectedly (code 3)
[05:57:20] Process PID 59877 died unexpectedly (code 3)
[06:00:49] Process PID 59877 died unexpectedly (code 3)
[06:00:54] Process PID 59877 died unexpectedly (code 3)
[06:00:59] Process PID 59877 died unexpectedly (code 3)
[06:02:03] Process PID 59877 died unexpectedly (code 3)
[06:18:36] Process PID 59877 died unexpectedly (code 3)
[06:33:42] Process PID 59877 died unexpectedly (code 3)
[06:33:47] Process PID 59877 died unexpectedly (code 3)
[06:37:55] Process PID 59877 died unexpectedly (code 3)
[06:38:00] Process PID 59877 died unexpectedly (code 3)
[06:38:11] Process PID 59877 died unexpectedly (code 3)
[06:38:17] Process PID 59877 died unexpectedly (code 3)
[06:38:22] Process PID 59877 died unexpectedly (code 3)
[06:55:38] Process PID 59877 died unexpectedly (code 3)
[07:11:52] Process PID 59877 died unexpectedly (code 3)
[07:28:32] Process PID 59877 died unexpectedly (code 3)
[07:38:57] Process PID 59877 died unexpectedly (code 3)
[07:39:08] Process PID 59877 died unexpectedly (code 3)
[07:39:13] Process PID 59877 died unexpectedly (code 3)
[07:39:18] Process PID 59877 died unexpectedly (code 3)
[07:39:24] Process PID 59877 died unexpectedly (code 3)
[07:39:29] Process PID 59877 died unexpectedly (code 3)
[07:39:40] Process PID 59877 died unexpectedly (code 3)
[07:42:03] Process PID 59877 died unexpectedly (code 3)
[07:42:08] Process PID 59877 died unexpectedly (code 3)
[07:58:18] Process PID 59877 died unexpectedly (code 3)
[08:13:28] Process PID 59877 died unexpectedly (code 3)
[08:13:39] Process PID 59877 died unexpectedly (code 3)
[08:13:44] Process PID 59877 died unexpectedly (code 3)
[08:13:50] Process PID 59877 died unexpectedly (code 3)
[08:31:12] Process PID 59877 died unexpectedly (code 3)
[08:39:55] Process PID 59877 died unexpectedly (code 3)
[08:40:00] Process PID 59877 died unexpectedly (code 3)
[08:57:43] Process PID 59877 died unexpectedly (code 3)
[09:12:49] Process PID 59877 died unexpectedly (code 3)
[09:12:54] Process PID 59877 died unexpectedly (code 3)
[09:13:59] Process PID 59877 died unexpectedly (code 3)
[09:31:09] Process PID 59877 died unexpectedly (code 3)
[09:40:55] Process PID 59877 died unexpectedly (code 3)
[09:41:00] Process PID 59877 died unexpectedly (code 3)
[09:41:06] Process PID 59877 died unexpectedly (code 3)
[09:41:11] Process PID 59877 died unexpectedly (code 3)
[09:54:58] Process PID 59877 died unexpectedly (code 3)
[09:55:03] Process PID 59877 died unexpectedly (code 3)
[09:55:08] Process PID 59877 died unexpectedly (code 3)
[09:55:13] Process PID 59877 died unexpectedly (code 3)
[09:58:54] Process PID 59877 died unexpectedly (code 3)
[09:58:59] Process PID 59877 died unexpectedly (code 3)
[09:59:04] Process PID 59877 died unexpectedly (code 3)
[10:03:45] Process PID 59877 died unexpectedly (code 3)
[10:03:54] Process PID 59877 died unexpectedly (code 3)
[10:03:59] Process PID 59877 died unexpectedly (code 3)
[10:19:35] Process PID 59877 died unexpectedly (code 3)
[10:24:34] Process PID 59877 died unexpectedly (code 3)
[10:24:39] Process PID 59877 died unexpectedly (code 3)
[10:25:03] Process PID 59877 died unexpectedly (code 3)
[10:25:08] Process PID 59877 died unexpectedly (code 3)
[10:25:13] Process PID 59877 died unexpectedly (code 3)
[10:25:18] Process PID 59877 died unexpectedly (code 3)
[10:25:23] Process PID 59877 died unexpectedly (code 3)
[10:25:28] Process PID 59877 died unexpectedly (code 3)
[10:25:33] Process PID 59877 died unexpectedly (code 3)
[10:25:38] Process PID 59877 died unexpectedly (code 3)
[10:25:43] Process PID 59877 died unexpectedly (code 3)
[10:25:48] Process PID 59877 died unexpectedly (code 3)
[10:25:53] Process PID 59877 died unexpectedly (code 3)
[10:25:58] Process PID 59877 died unexpectedly (code 3)
[10:26:03] Process PID 59877 died unexpectedly (code 3)
[10:26:08] Process PID 59877 died unexpectedly (code 3)
[10:26:13] Process PID 59877 died unexpectedly (code 3)
[10:26:18] Process PID 59877 died unexpectedly (code 3)
[10:26:23] Process PID 59877 died unexpectedly (code 3)
[10:26:28] Process PID 59877 died unexpectedly (code 3)
[10:26:33] Process PID 59877 died unexpectedly (code 3)
[10:26:38] Process PID 59877 died unexpectedly (code 3)
[10:26:43] Process PID 59877 died unexpectedly (code 3)
[10:26:48] Process PID 59877 died unexpectedly (code 3)
[10:26:53] Process PID 59877 died unexpectedly (code 3)
[10:26:58] Process PID 59877 died unexpectedly (code 3)
[10:27:03] Process PID 59877 died unexpectedly (code 3)
[10:27:08] Process PID 59877 died unexpectedly (code 3)
[10:27:13] Process PID 59877 died unexpectedly (code 3)
[10:27:18] Process PID 59877 died unexpectedly (code 3)
[10:27:23] Process PID 59877 died unexpectedly (code 3)
[10:27:28] Process PID 59877 died unexpectedly (code 3)
[10:27:33] Process PID 59877 died unexpectedly (code 3)
[10:27:38] Process PID 59877 died unexpectedly (code 3)
[10:27:43] Process PID 59877 died unexpectedly (code 3)
[10:27:48] Process PID 59877 died unexpectedly (code 3)
[10:27:53] Process PID 59877 died unexpectedly (code 3)
[10:27:58] Process PID 59877 died unexpectedly (code 3)
[10:28:03] Process PID 59877 died unexpectedly (code 3)
[10:28:08] Process PID 59877 died unexpectedly (code 3)
[10:28:13] Process PID 59877 died unexpectedly (code 3)
[10:28:18] Process PID 59877 died unexpectedly (code 3)
[10:28:23] Process PID 59877 died unexpectedly (code 3)
[10:28:28] Process PID 59877 died unexpectedly (code 3)
[10:28:33] Process PID 59877 died unexpectedly (code 3)
[10:28:38] Process PID 59877 died unexpectedly (code 3)
[10:28:43] Process PID 59877 died unexpectedly (code 3)
[10:28:48] Process PID 59877 died unexpectedly (code 3)
[10:28:53] Process PID 59877 died unexpectedly (code 3)
[10:28:58] Process PID 59877 died unexpectedly (code 3)
[10:29:03] Process PID 59877 died unexpectedly (code 3)
[10:29:08] Process PID 59877 died unexpectedly (code 3)
[10:29:13] Process PID 59877 died unexpectedly (code 3)
[10:29:18] Process PID 59877 died unexpectedly (code 3)
[10:29:23] Process PID 59877 died unexpectedly (code 3)
[10:29:28] Process PID 59877 died unexpectedly (code 3)
[10:29:33] Process PID 59877 died unexpectedly (code 3)
[10:29:38] Process PID 59877 died unexpectedly (code 3)
[10:29:43] Process PID 59877 died unexpectedly (code 3)
[10:29:48] Process PID 59877 died unexpectedly (code 3)
[10:29:53] Process PID 59877 died unexpectedly (code 3)
[10:29:58] Process PID 59877 died unexpectedly (code 3)
[10:30:03] Process PID 59877 died unexpectedly (code 3)
[10:30:08] Process PID 59877 died unexpectedly (code 3)
[10:30:13] Process PID 59877 died unexpectedly (code 3)
[10:30:18] Process PID 59877 died unexpectedly (code 3)
[10:30:23] Process PID 59877 died unexpectedly (code 3)
[10:30:28] Process PID 59877 died unexpectedly (code 3)
[10:30:34] Process PID 59877 died unexpectedly (code 3)
[10:30:39] Process PID 59877 died unexpectedly (code 3)
[10:30:44] Process PID 59877 died unexpectedly (code 3)
[10:30:49] Process PID 59877 died unexpectedly (code 3)
[10:30:54] Process PID 59877 died unexpectedly (code 3)
[10:30:59] Process PID 59877 died unexpectedly (code 3)
[10:31:04] Process PID 59877 died unexpectedly (code 3)
[10:31:09] Process PID 59877 died unexpectedly (code 3)
[10:31:14] Process PID 59877 died unexpectedly (code 3)
[10:31:19] Process PID 59877 died unexpectedly (code 3)
[10:31:24] Process PID 59877 died unexpectedly (code 3)
[10:31:29] Process PID 59877 died unexpectedly (code 3)
[10:31:34] Process PID 59877 died unexpectedly (code 3)
[10:31:39] Process PID 59877 died unexpectedly (code 3)
[10:31:44] Process PID 59877 died unexpectedly (code 3)
[10:31:49] Process PID 59877 died unexpectedly (code 3)
[10:31:54] Process PID 59877 died unexpectedly (code 3)
[10:31:59] Process PID 59877 died unexpectedly (code 3)
[10:32:04] Process PID 59877 died unexpectedly (code 3)
[10:32:09] Process PID 59877 died unexpectedly (code 3)
[10:32:14] Process PID 59877 died unexpectedly (code 3)
[10:32:19] Process PID 59877 died unexpectedly (code 3)
[10:32:24] Process PID 59877 died unexpectedly (code 3)
[10:32:29] Process PID 59877 died unexpectedly (code 3)
[10:32:34] Process PID 59877 died unexpectedly (code 3)
[10:32:39] Process PID 59877 died unexpectedly (code 3)
[10:32:44] Process PID 59877 died unexpectedly (code 3)
[10:32:49] Process PID 59877 died unexpectedly (code 3)
[10:32:54] Process PID 59877 died unexpectedly (code 3)
[10:32:59] Process PID 59877 died unexpectedly (code 3)
[10:33:04] Process PID 59877 died unexpectedly (code 3)
[10:33:09] Process PID 59877 died unexpectedly (code 3)
[10:33:14] Process PID 59877 died unexpectedly (code 3)
[10:33:19] Process PID 59877 died unexpectedly (code 3)
[10:33:24] Process PID 59877 died unexpectedly (code 3)
[10:33:29] Process PID 59877 died unexpectedly (code 3)
[10:33:34] Process PID 59877 died unexpectedly (code 3)
[10:33:39] Process PID 59877 died unexpectedly (code 3)
[10:33:44] Process PID 59877 died unexpectedly (code 3)
[10:33:49] Process PID 59877 died unexpectedly (code 3)
[10:33:54] Process PID 59877 died unexpectedly (code 3)
[10:33:59] Process PID 59877 died unexpectedly (code 3)
[10:34:04] Process PID 59877 died unexpectedly (code 3)
[10:34:09] Process PID 59877 died unexpectedly (code 3)
