[11:32:51] PHOENIX launcher started — v0.1.0
[11:32:51] Python OK: 3.11.9 (main, Apr 19 2026, 02:58:43) [Clang 21.0.0 (clang-2100.0.123.102)]
[11:32:51] OS: Darwin 25.5.0 arm64
[11:32:51] Node.js: v26.5.0
[11:32:52] pip install: SUCCESS
[11:32:53] npm install: SUCCESS
[11:32:53] Backend: PID 63458 → /Users/umeshgupta/PhishScope AI/PhishScope AI2.0/logs/backend_2026-08-06_11-32.log
[11:35:09] Process PID 63458 died unexpectedly (code 3)
[11:35:14] Process PID 63458 died unexpectedly (code 3)
[11:35:19] Process PID 63458 died unexpectedly (code 3)
[11:35:24] Process PID 63458 died unexpectedly (code 3)
[11:35:29] Process PID 63458 died unexpectedly (code 3)
[11:35:35] Process PID 63458 died unexpectedly (code 3)
[11:35:40] Process PID 63458 died unexpectedly (code 3)
[11:35:45] Process PID 63458 died unexpectedly (code 3)
[11:35:50] Process PID 63458 died unexpectedly (code 3)
[11:35:55] Process PID 63458 died unexpectedly (code 3)
[11:36:00] Process PID 63458 died unexpectedly (code 3)
[11:36:05] Process PID 63458 died unexpectedly (code 3)
[11:36:10] Process PID 63458 died unexpectedly (code 3)
[11:36:15] Process PID 63458 died unexpectedly (code 3)
[11:36:20] Process PID 63458 died unexpectedly (code 3)
[11:36:25] Process PID 63458 died unexpectedly (code 3)
[11:36:30] Process PID 63458 died unexpectedly (code 3)
[11:36:35] Process PID 63458 died unexpectedly (code 3)
[11:36:40] Process PID 63458 died unexpectedly (code 3)
[11:36:45] Process PID 63458 died unexpectedly (code 3)
[11:36:50] Process PID 63458 died unexpectedly (code 3)
[11:36:55] Process PID 63458 died unexpectedly (code 3)
[11:37:00] Process PID 63458 died unexpectedly (code 3)
[11:37:05] Process PID 63458 died unexpectedly (code 3)
[11:37:10] Process PID 63458 died unexpectedly (code 3)
[11:37:15] Process PID 63458 died unexpectedly (code 3)
[11:37:20] Process PID 63458 died unexpectedly (code 3)
[11:37:25] Process PID 63458 died unexpectedly (code 3)
[11:37:30] Process PID 63458 died unexpectedly (code 3)
[11:37:35] Process PID 63458 died unexpectedly (code 3)
[11:37:40] Process PID 63458 died unexpectedly (code 3)
[11:37:45] Process PID 63458 died unexpectedly (code 3)
[11:37:50] Process PID 63458 died unexpectedly (code 3)
[11:37:55] Process PID 63458 died unexpectedly (code 3)
[11:38:00] Process PID 63458 died unexpectedly (code 3)
[11:38:05] Process PID 63458 died unexpectedly (code 3)
[11:38:10] Process PID 63458 died unexpectedly (code 3)
[11:38:15] Process PID 63458 died unexpectedly (code 3)
[11:38:20] Process PID 63458 died unexpectedly (code 3)
[11:38:25] Process PID 63458 died unexpectedly (code 3)
[11:38:30] Process PID 63458 died unexpectedly (code 3)
[11:38:35] Process PID 63458 died unexpectedly (code 3)
[11:38:40] Process PID 63458 died unexpectedly (code 3)
[11:38:45] Process PID 63458 died unexpectedly (code 3)
[11:38:50] Process PID 63458 died unexpectedly (code 3)
[11:38:55] Process PID 63458 died unexpectedly (code 3)
[11:39:00] Process PID 63458 died unexpectedly (code 3)
[11:39:05] Process PID 63458 died unexpectedly (code 3)
[11:39:10] Process PID 63458 died unexpectedly (code 3)
[11:39:15] Process PID 63458 died unexpectedly (code 3)
[11:39:20] Process PID 63458 died unexpectedly (code 3)
[11:39:25] Process PID 63458 died unexpectedly (code 3)
[11:39:30] Process PID 63458 died unexpectedly (code 3)
[11:39:35] Process PID 63458 died unexpectedly (code 3)
[11:39:40] Process PID 63458 died unexpectedly (code 3)
[11:39:45] Process PID 63458 died unexpectedly (code 3)
[11:39:50] Process PID 63458 died unexpectedly (code 3)
[11:39:55] Process PID 63458 died unexpectedly (code 3)
[11:40:00] Process PID 63458 died unexpectedly (code 3)
[11:40:05] Process PID 63458 died unexpectedly (code 3)
[11:40:10] Process PID 63458 died unexpectedly (code 3)
[11:40:15] Process PID 63458 died unexpectedly (code 3)
[11:40:20] Process PID 63458 died unexpectedly (code 3)
[11:40:25] Process PID 63458 died unexpectedly (code 3)
[11:40:30] Process PID 63458 died unexpectedly (code 3)
[11:40:35] Process PID 63458 died unexpectedly (code 3)
[11:40:40] Process PID 63458 died unexpectedly (code 3)
[11:40:45] Process PID 63458 died unexpectedly (code 3)
[11:40:50] Process PID 63458 died unexpectedly (code 3)
[11:40:55] Process PID 63458 died unexpectedly (code 3)
[11:41:00] Process PID 63458 died unexpectedly (code 3)
[11:41:05] Process PID 63458 died unexpectedly (code 3)
[11:41:10] Process PID 63458 died unexpectedly (code 3)
[11:41:15] Process PID 63458 died unexpectedly (code 3)
[11:41:20] Process PID 63458 died unexpectedly (code 3)
[11:41:25] Process PID 63458 died unexpectedly (code 3)
[11:41:30] Process PID 63458 died unexpectedly (code 3)
[11:41:35] Process PID 63458 died unexpectedly (code 3)
[11:41:40] Process PID 63458 died unexpectedly (code 3)
[11:41:45] Process PID 63458 died unexpectedly (code 3)
[11:41:50] Process PID 63458 died unexpectedly (code 3)
[11:41:55] Process PID 63458 died unexpectedly (code 3)
[11:42:00] Process PID 63458 died unexpectedly (code 3)
[11:42:05] Process PID 63458 died unexpectedly (code 3)
[11:42:10] Process PID 63458 died unexpectedly (code 3)
[11:42:15] Process PID 63458 died unexpectedly (code 3)
[11:42:20] Process PID 63458 died unexpectedly (code 3)
[11:42:25] Process PID 63458 died unexpectedly (code 3)
[11:42:30] Process PID 63458 died unexpectedly (code 3)
[11:42:35] Process PID 63458 died unexpectedly (code 3)
[11:42:40] Process PID 63458 died unexpectedly (code 3)
[11:42:45] Process PID 63458 died unexpectedly (code 3)
[11:42:50] Process PID 63458 died unexpectedly (code 3)
[11:42:55] Process PID 63458 died unexpectedly (code 3)
[11:43:00] Process PID 63458 died unexpectedly (code 3)
[11:43:05] Process PID 63458 died unexpectedly (code 3)
[11:43:10] Process PID 63458 died unexpectedly (code 3)
[11:43:15] Process PID 63458 died unexpectedly (code 3)
[11:43:20] Process PID 63458 died unexpectedly (code 3)
[11:43:25] Process PID 63458 died unexpectedly (code 3)
[11:43:30] Process PID 63458 died unexpectedly (code 3)
[11:43:35] Process PID 63458 died unexpectedly (code 3)
[11:43:40] Process PID 63458 died unexpectedly (code 3)
[11:43:45] Process PID 63458 died unexpectedly (code 3)
[11:43:50] Process PID 63458 died unexpectedly (code 3)
[11:43:55] Process PID 63458 died unexpectedly (code 3)
[11:44:00] Process PID 63458 died unexpectedly (code 3)
[11:44:05] Process PID 63458 died unexpectedly (code 3)
[11:44:10] Process PID 63458 died unexpectedly (code 3)
[11:44:15] Process PID 63458 died unexpectedly (code 3)
[11:44:20] Process PID 63458 died unexpectedly (code 3)
[11:44:25] Process PID 63458 died unexpectedly (code 3)
[11:44:30] Process PID 63458 died unexpectedly (code 3)
[11:44:35] Process PID 63458 died unexpectedly (code 3)
[11:44:40] Process PID 63458 died unexpectedly (code 3)
[11:44:45] Process PID 63458 died unexpectedly (code 3)
[11:44:50] Process PID 63458 died unexpectedly (code 3)
[11:44:55] Process PID 63458 died unexpectedly (code 3)
[11:45:00] Process PID 63458 died unexpectedly (code 3)
[11:45:05] Process PID 63458 died unexpectedly (code 3)
[11:45:10] Process PID 63458 died unexpectedly (code 3)
[11:45:15] Process PID 63458 died unexpectedly (code 3)
[11:45:20] Process PID 63458 died unexpectedly (code 3)
[11:45:25] Process PID 63458 died unexpectedly (code 3)
[11:45:30] Process PID 63458 died unexpectedly (code 3)
[11:45:35] Process PID 63458 died unexpectedly (code 3)
[11:45:40] Process PID 63458 died unexpectedly (code 3)
[11:45:45] Process PID 63458 died unexpectedly (code 3)
[11:45:50] Process PID 63458 died unexpectedly (code 3)
[11:45:55] Process PID 63458 died unexpectedly (code 3)
[11:46:00] Process PID 63458 died unexpectedly (code 3)
[11:46:05] Process PID 63458 died unexpectedly (code 3)
[11:46:10] Process PID 63458 died unexpectedly (code 3)
[11:46:15] Process PID 63458 died unexpectedly (code 3)
[11:46:20] Process PID 63458 died unexpectedly (code 3)
[11:46:25] Process PID 63458 died unexpectedly (code 3)
[11:46:30] Process PID 63458 died unexpectedly (code 3)
[11:46:35] Process PID 63458 died unexpectedly (code 3)
[11:46:40] Process PID 63458 died unexpectedly (code 3)
[11:46:45] Process PID 63458 died unexpectedly (code 3)
[11:46:50] Process PID 63458 died unexpectedly (code 3)
[11:46:55] Process PID 63458 died unexpectedly (code 3)
[11:47:00] Process PID 63458 died unexpectedly (code 3)
[11:47:05] Process PID 63458 died unexpectedly (code 3)
[11:47:10] Process PID 63458 died unexpectedly (code 3)
[11:47:15] Process PID 63458 died unexpectedly (code 3)
[11:47:20] Process PID 63458 died unexpectedly (code 3)
[11:47:25] Process PID 63458 died unexpectedly (code 3)
[11:47:30] Process PID 63458 died unexpectedly (code 3)
[11:47:35] Process PID 63458 died unexpectedly (code 3)
[11:47:40] Process PID 63458 died unexpectedly (code 3)
[11:47:45] Process PID 63458 died unexpectedly (code 3)
[11:47:50] Process PID 63458 died unexpectedly (code 3)
[11:47:55] Process PID 63458 died unexpectedly (code 3)
[11:48:00] Process PID 63458 died unexpectedly (code 3)
[11:48:05] Process PID 63458 died unexpectedly (code 3)
[11:48:10] Process PID 63458 died unexpectedly (code 3)
[11:48:15] Process PID 63458 died unexpectedly (code 3)
[11:48:20] Process PID 63458 died unexpectedly (code 3)
[11:48:25] Process PID 63458 died unexpectedly (code 3)
[11:48:30] Process PID 63458 died unexpectedly (code 3)
[11:48:35] Process PID 63458 died unexpectedly (code 3)
[11:48:40] Process PID 63458 died unexpectedly (code 3)
[11:48:45] Process PID 63458 died unexpectedly (code 3)
[11:48:50] Process PID 63458 died unexpectedly (code 3)
[11:48:55] Process PID 63458 died unexpectedly (code 3)
[11:49:00] Process PID 63458 died unexpectedly (code 3)
[11:49:05] Process PID 63458 died unexpectedly (code 3)
[11:49:10] Process PID 63458 died unexpectedly (code 3)
[11:49:15] Process PID 63458 died unexpectedly (code 3)
[11:49:20] Process PID 63458 died unexpectedly (code 3)
[11:49:25] Process PID 63458 died unexpectedly (code 3)
[11:49:30] Process PID 63458 died unexpectedly (code 3)
[11:49:35] Process PID 63458 died unexpectedly (code 3)
[11:49:40] Process PID 63458 died unexpectedly (code 3)
[11:49:45] Process PID 63458 died unexpectedly (code 3)
[11:49:50] Process PID 63458 died unexpectedly (code 3)
[11:49:55] Process PID 63458 died unexpectedly (code 3)
[11:50:00] Process PID 63458 died unexpectedly (code 3)
[11:50:05] Process PID 63458 died unexpectedly (code 3)
[11:50:10] Process PID 63458 died unexpectedly (code 3)
[11:50:15] Process PID 63458 died unexpectedly (code 3)
[11:50:20] Process PID 63458 died unexpectedly (code 3)
[11:50:25] Process PID 63458 died unexpectedly (code 3)
[11:50:30] Process PID 63458 died unexpectedly (code 3)
[11:50:35] Process PID 63458 died unexpectedly (code 3)
[11:50:40] Process PID 63458 died unexpectedly (code 3)
[11:50:45] Process PID 63458 died unexpectedly (code 3)
[11:50:50] Process PID 63458 died unexpectedly (code 3)
[11:50:55] Process PID 63458 died unexpectedly (code 3)
[11:51:00] Process PID 63458 died unexpectedly (code 3)
[11:51:05] Process PID 63458 died unexpectedly (code 3)
[11:51:10] Process PID 63458 died unexpectedly (code 3)
[11:51:15] Process PID 63458 died unexpectedly (code 3)
[11:51:20] Process PID 63458 died unexpectedly (code 3)
[11:51:25] Process PID 63458 died unexpectedly (code 3)
[11:51:30] Process PID 63458 died unexpectedly (code 3)
[11:51:35] Process PID 63458 died unexpectedly (code 3)
[11:51:40] Process PID 63458 died unexpectedly (code 3)
[11:51:45] Process PID 63458 died unexpectedly (code 3)
[11:51:50] Process PID 63458 died unexpectedly (code 3)
[11:51:55] Process PID 63458 died unexpectedly (code 3)
[11:52:00] Process PID 63458 died unexpectedly (code 3)
[11:52:05] Process PID 63458 died unexpectedly (code 3)
[11:52:10] Process PID 63458 died unexpectedly (code 3)
[11:52:15] Process PID 63458 died unexpectedly (code 3)
[11:52:20] Process PID 63458 died unexpectedly (code 3)
[11:52:25] Process PID 63458 died unexpectedly (code 3)
[11:52:30] Process PID 63458 died unexpectedly (code 3)
[11:52:35] Process PID 63458 died unexpectedly (code 3)
[11:52:40] Process PID 63458 died unexpectedly (code 3)
[11:52:45] Process PID 63458 died unexpectedly (code 3)
[11:52:50] Process PID 63458 died unexpectedly (code 3)
[11:52:55] Process PID 63458 died unexpectedly (code 3)
[11:53:00] Process PID 63458 died unexpectedly (code 3)
[11:53:05] Process PID 63458 died unexpectedly (code 3)
[11:53:10] Process PID 63458 died unexpectedly (code 3)
[11:53:15] Process PID 63458 died unexpectedly (code 3)
[11:53:21] Process PID 63458 died unexpectedly (code 3)
[11:53:26] Process PID 63458 died unexpectedly (code 3)
[11:53:31] Process PID 63458 died unexpectedly (code 3)
[11:53:36] Process PID 63458 died unexpectedly (code 3)
[11:53:41] Process PID 63458 died unexpectedly (code 3)
[11:53:46] Process PID 63458 died unexpectedly (code 3)
[11:53:51] Process PID 63458 died unexpectedly (code 3)
[11:53:56] Process PID 63458 died unexpectedly (code 3)
[11:54:01] Process PID 63458 died unexpectedly (code 3)
[11:54:06] Process PID 63458 died unexpectedly (code 3)
[11:54:11] Process PID 63458 died unexpectedly (code 3)
[11:54:16] Process PID 63458 died unexpectedly (code 3)
[11:54:21] Process PID 63458 died unexpectedly (code 3)
[11:54:26] Process PID 63458 died unexpectedly (code 3)
[11:54:31] Process PID 63458 died unexpectedly (code 3)
[11:54:36] Process PID 63458 died unexpectedly (code 3)
[11:54:41] Process PID 63458 died unexpectedly (code 3)
[11:54:46] Process PID 63458 died unexpectedly (code 3)
[11:54:51] Process PID 63458 died unexpectedly (code 3)
[11:54:56] Process PID 63458 died unexpectedly (code 3)
[11:55:01] Process PID 63458 died unexpectedly (code 3)
[11:55:06] Process PID 63458 died unexpectedly (code 3)
[11:55:11] Process PID 63458 died unexpectedly (code 3)
[11:55:16] Process PID 63458 died unexpectedly (code 3)
[11:55:21] Process PID 63458 died unexpectedly (code 3)
[11:55:26] Process PID 63458 died unexpectedly (code 3)
[11:55:31] Process PID 63458 died unexpectedly (code 3)
[11:55:36] Process PID 63458 died unexpectedly (code 3)
[11:55:41] Process PID 63458 died unexpectedly (code 3)
[11:55:46] Process PID 63458 died unexpectedly (code 3)
[11:55:51] Process PID 63458 died unexpectedly (code 3)
[11:55:56] Process PID 63458 died unexpectedly (code 3)
[11:56:01] Process PID 63458 died unexpectedly (code 3)
[11:56:06] Process PID 63458 died unexpectedly (code 3)
[11:56:11] Process PID 63458 died unexpectedly (code 3)
[11:56:16] Process PID 63458 died unexpectedly (code 3)
[11:56:21] Process PID 63458 died unexpectedly (code 3)
[11:56:26] Process PID 63458 died unexpectedly (code 3)
[11:56:31] Process PID 63458 died unexpectedly (code 3)
[11:56:36] Process PID 63458 died unexpectedly (code 3)
[11:56:41] Process PID 63458 died unexpectedly (code 3)
[11:56:46] Process PID 63458 died unexpectedly (code 3)
[11:56:51] Process PID 63458 died unexpectedly (code 3)
[11:56:56] Process PID 63458 died unexpectedly (code 3)
[11:57:01] Process PID 63458 died unexpectedly (code 3)
[11:57:06] Process PID 63458 died unexpectedly (code 3)
[11:57:11] Process PID 63458 died unexpectedly (code 3)
[11:57:16] Process PID 63458 died unexpectedly (code 3)
[11:57:21] Process PID 63458 died unexpectedly (code 3)
[11:57:26] Process PID 63458 died unexpectedly (code 3)
[11:57:31] Process PID 63458 died unexpectedly (code 3)
[11:57:36] Process PID 63458 died unexpectedly (code 3)
[11:57:41] Process PID 63458 died unexpectedly (code 3)
[11:57:46] Process PID 63458 died unexpectedly (code 3)
[11:57:51] Process PID 63458 died unexpectedly (code 3)
[11:57:56] Process PID 63458 died unexpectedly (code 3)
[11:58:01] Process PID 63458 died unexpectedly (code 3)
[11:58:06] Process PID 63458 died unexpectedly (code 3)
[11:58:11] Process PID 63458 died unexpectedly (code 3)
[11:58:16] Process PID 63458 died unexpectedly (code 3)
[11:58:21] Process PID 63458 died unexpectedly (code 3)
[11:58:26] Process PID 63458 died unexpectedly (code 3)
[11:58:31] Process PID 63458 died unexpectedly (code 3)
[11:58:36] Process PID 63458 died unexpectedly (code 3)
[11:58:41] Process PID 63458 died unexpectedly (code 3)
[11:58:46] Process PID 63458 died unexpectedly (code 3)
[11:58:51] Process PID 63458 died unexpectedly (code 3)
[11:58:56] Process PID 63458 died unexpectedly (code 3)
[11:59:01] Process PID 63458 died unexpectedly (code 3)
[11:59:06] Process PID 63458 died unexpectedly (code 3)
[11:59:11] Process PID 63458 died unexpectedly (code 3)
[11:59:16] Process PID 63458 died unexpectedly (code 3)
[11:59:21] Process PID 63458 died unexpectedly (code 3)
[11:59:26] Process PID 63458 died unexpectedly (code 3)
[11:59:31] Process PID 63458 died unexpectedly (code 3)
[11:59:36] Process PID 63458 died unexpectedly (code 3)
[11:59:41] Process PID 63458 died unexpectedly (code 3)
[11:59:46] Process PID 63458 died unexpectedly (code 3)
[11:59:51] Process PID 63458 died unexpectedly (code 3)
[11:59:56] Process PID 63458 died unexpectedly (code 3)
[12:00:01] Process PID 63458 died unexpectedly (code 3)
[12:00:06] Process PID 63458 died unexpectedly (code 3)
[12:00:11] Process PID 63458 died unexpectedly (code 3)
[12:00:16] Process PID 63458 died unexpectedly (code 3)
[12:00:21] Process PID 63458 died unexpectedly (code 3)
[12:00:26] Process PID 63458 died unexpectedly (code 3)
[12:00:31] Process PID 63458 died unexpectedly (code 3)
[12:00:36] Process PID 63458 died unexpectedly (code 3)
[12:00:41] Process PID 63458 died unexpectedly (code 3)
[12:00:46] Process PID 63458 died unexpectedly (code 3)
[12:00:51] Process PID 63458 died unexpectedly (code 3)
[12:00:56] Process PID 63458 died unexpectedly (code 3)
[12:01:01] Process PID 63458 died unexpectedly (code 3)
[12:01:06] Process PID 63458 died unexpectedly (code 3)
[12:01:11] Process PID 63458 died unexpectedly (code 3)
[12:01:16] Process PID 63458 died unexpectedly (code 3)
[12:01:21] Process PID 63458 died unexpectedly (code 3)
[12:01:26] Process PID 63458 died unexpectedly (code 3)
[12:01:31] Process PID 63458 died unexpectedly (code 3)
[12:01:36] Process PID 63458 died unexpectedly (code 3)
[12:01:41] Process PID 63458 died unexpectedly (code 3)
[12:01:46] Process PID 63458 died unexpectedly (code 3)
[12:01:51] Process PID 63458 died unexpectedly (code 3)
[12:01:56] Process PID 63458 died unexpectedly (code 3)
[12:02:01] Process PID 63458 died unexpectedly (code 3)
[12:02:06] Process PID 63458 died unexpectedly (code 3)
[12:02:11] Process PID 63458 died unexpectedly (code 3)
[12:02:16] Process PID 63458 died unexpectedly (code 3)
[12:02:21] Process PID 63458 died unexpectedly (code 3)
[12:02:26] Process PID 63458 died unexpectedly (code 3)
[12:02:31] Process PID 63458 died unexpectedly (code 3)
[12:02:36] Process PID 63458 died unexpectedly (code 3)
[12:02:41] Process PID 63458 died unexpectedly (code 3)
[12:02:46] Process PID 63458 died unexpectedly (code 3)
[12:02:51] Process PID 63458 died unexpectedly (code 3)
[12:02:56] Process PID 63458 died unexpectedly (code 3)
[12:03:01] Process PID 63458 died unexpectedly (code 3)
[12:03:06] Process PID 63458 died unexpectedly (code 3)
[12:03:11] Process PID 63458 died unexpectedly (code 3)
[12:03:16] Process PID 63458 died unexpectedly (code 3)
[12:03:21] Process PID 63458 died unexpectedly (code 3)
[12:03:26] Process PID 63458 died unexpectedly (code 3)
[12:03:31] Process PID 63458 died unexpectedly (code 3)
[12:03:36] Process PID 63458 died unexpectedly (code 3)
[12:03:41] Process PID 63458 died unexpectedly (code 3)
[12:03:46] Process PID 63458 died unexpectedly (code 3)
[12:03:51] Process PID 63458 died unexpectedly (code 3)
[12:03:56] Process PID 63458 died unexpectedly (code 3)
[12:04:01] Process PID 63458 died unexpectedly (code 3)
[12:04:06] Process PID 63458 died unexpectedly (code 3)
[12:04:11] Process PID 63458 died unexpectedly (code 3)
[12:04:16] Process PID 63458 died unexpectedly (code 3)
[12:04:21] Process PID 63458 died unexpectedly (code 3)
[12:04:26] Process PID 63458 died unexpectedly (code 3)
[12:04:31] Process PID 63458 died unexpectedly (code 3)
[12:04:36] Process PID 63458 died unexpectedly (code 3)
[12:04:41] Process PID 63458 died unexpectedly (code 3)
[12:04:46] Process PID 63458 died unexpectedly (code 3)
[12:04:51] Process PID 63458 died unexpectedly (code 3)
[12:04:56] Process PID 63458 died unexpectedly (code 3)
[12:05:01] Process PID 63458 died unexpectedly (code 3)
[12:05:06] Process PID 63458 died unexpectedly (code 3)
[12:05:11] Process PID 63458 died unexpectedly (code 3)
[12:05:16] Process PID 63458 died unexpectedly (code 3)
[12:05:21] Process PID 63458 died unexpectedly (code 3)
[12:05:26] Process PID 63458 died unexpectedly (code 3)
[12:05:31] Process PID 63458 died unexpectedly (code 3)
[12:05:36] Process PID 63458 died unexpectedly (code 3)
[12:05:41] Process PID 63458 died unexpectedly (code 3)
[12:05:46] Process PID 63458 died unexpectedly (code 3)
[12:05:51] Process PID 63458 died unexpectedly (code 3)
[12:05:56] Process PID 63458 died unexpectedly (code 3)
[12:06:00] Shutdown initiated
[12:06:01] Shutdown complete
